id	chr	start	end	tss
TBATA	10	70771239	70785401	70785401
TBC1D1	4	37891084	38139175	37891084
TBC1D10A	22	30291990	30326947	30326947
TBC1D10B	16	30357102	30370494	30370494
TBC1D10C	11	67403915	67410089	67403915
TBC1D12	10	94402541	94536332	94402541
TBC1D13	9	128787253	128810430	128787253
TBC1D14	4	6909242	7033118	6909242
TBC1D15	12	71839707	71927248	71839707
TBC1D16	17	79932343	80035872	80035872
TBC1D17	19	49877425	49888750	49877425
TBC1D19	4	26576437	26756223	26576437
TBC1D2	9	98199011	98255649	98255649
TBC1D20	20	435480	462543	462543
TBC1D21	15	73873564	73889214	73873564
TBC1D22A	22	46762617	47175699	46762617
TBC1D22B	6	37257772	37332970	37257772
TBC1D23	3	100260992	100325251	100260992
TBC1D24	16	2475051	2509560	2475051
TBC1D25	X	48539714	48562609	48539714
TBC1D26	17	15732247	15749192	15732247
TBC1D28	17	18634247	18644427	18644427
TBC1D2B	15	77984036	78077724	78077724
TBC1D3	17	38181659	38192541	38192541
TBC1D30	12	64759484	64881033	64759484
TBC1D31	8	123041968	123152153	123041968
TBC1D32	6	121079494	121334745	121334745
TBC1D3B	17	36165681	36176636	36176636
TBC1D3C	17	38057693	38068592	38068592
TBC1D3D	17	38003976	38014902	38003976
TBC1D3E	17	38127951	38138862	38127951
TBC1D3F	17	36428618	36439566	36439566
TBC1D3G	17	36323884	36334759	36323884
TBC1D3H	17	36377531	36388423	36388423
TBC1D3I	17	36253456	36264553	36264553
TBC1D3K	17	37924415	37935365	37924415
TBC1D3L	17	37977972	37989048	37989048
TBC1D4	13	75283503	75482169	75482169
TBC1D5	3	17157162	18444817	18444817
TBC1D7	6	13266542	13328583	13328583
TBC1D8	2	101007617	101252866	101252866
TBC1D8B	X	106802673	106876150	106802673
TBC1D9	4	140620782	140756385	140756385
TBC1D9B	5	179862066	179907859	179907859
TBCA	5	77691166	77868780	77868780
TBCB	19	36114289	36125947	36114289
TBCC	6	42744498	42746103	42746103
TBCCD1	3	186546067	186570543	186570543
TBCD	17	82752065	82945914	82752065
TBCE	1	235328570	235448952	235328570
TBCEL	11	121024072	121090775	121024072
TBCEL-TECTA	11	121024125	121113108	121045739
TBCK	4	106041599	106316683	106316683
TBK1	12	64452092	64502114	64452092
TBKBP1	17	47694081	47712050	47694081
TBL1X	X	9463295	9741037	9463295
TBL1XR1	3	177019340	177228000	177228000
TBL1Y	Y	6910686	7101970	6910686
TBL2	7	73567537	73578791	73578791
TBL3	16	1972053	1982929	1972053
TBP	6	170554302	170572870	170554302
TBPL1	6	133952170	133990432	133952170
TBPL2	14	55413541	55456726	55456726
TBR1	2	161416297	161425870	161416297
TBRG1	11	124622836	124635926	124622861
TBRG4	7	45100100	45112047	45112047
TBX1	22	19756703	19783593	19756703
TBX10	11	67631303	67639560	67639560
TBX15	1	118883046	118989556	118989556
TBX18	6	84687351	84764598	84764598
TBX19	1	168280877	168314426	168280877
TBX2	17	61399843	61409466	61399843
TBX20	7	35202430	35254100	35254100
TBX21	17	47733236	47746122	47733236
TBX22	X	80014753	80031774	80014753
TBX3	12	114670255	114684175	114684175
TBX4	17	61452404	61485110	61452404
TBX5	12	114353911	114408442	114408442
TBX6	16	30085793	30091924	30091924
TBXA2R	19	3594507	3606875	3606875
TBXAS1	7	139777051	140020325	139777051
TBXT	6	166157656	166168700	166168700
TC2N	14	91779746	91867536	91867536
TCAF1	7	143851375	143902198	143902198
TCAF2	7	143620952	143730409	143620952
TCAF2C	7	143639230	143647646	143647646
TCAIM	3	44338119	44409451	44338119
TCAP	17	39665349	39666554	39665349
TCEA1	8	53966552	54022456	54022456
TCEA2	20	64049836	64072347	64049836
TCEA3	1	23380909	23424748	23424748
TCEAL1	X	103628704	103630953	103628704
TCEAL2	X	102125679	102140426	102125679
TCEAL3	X	103607451	103629690	103607451
TCEAL4	X	103576231	103587736	103576231
TCEAL5	X	103273691	103276750	103276750
TCEAL6	X	102140476	102142970	102142970
TCEAL7	X	103330229	103332326	103330229
TCEAL8	X	103252995	103255192	103255192
TCEAL9	X	103356489	103358462	103356489
TCEANC	X	13653189	13681964	13653189
TCEANC2	1	54053584	54112519	54053584
TCERG1	5	146447311	146511961	146447312
TCERG1L	10	131092391	131311721	131311721
TCF12	15	56918623	57299281	56918623
TCF15	20	603797	610398	610398
TCF19	6	31158547	31167159	31158547
TCF20	22	42160013	42343616	42343616
TCF21	6	133889113	133895553	133889113
TCF23	2	27149004	27156974	27149004
TCF24	8	66946501	66962591	66962591
TCF25	16	89873570	89913627	89873570
TCF3	19	1609290	1652615	1652615
TCF4	18	55222185	55664787	55664787
TCF7	5	134114681	134151865	134114681
TCF7L1	2	85133392	85310387	85133392
TCF7L2	10	112950247	113167678	112950247
TCFL5	20	62841005	62861822	62861822
TCHH	1	152106317	152115454	152115454
TCHHL1	1	152084141	152089064	152089064
TCHP	12	109900264	109983841	109900274
TCIM	8	40153482	40155310	40153482
TCIRG1	11	68039025	68050895	68039025
TCL1A	14	95709947	95714196	95714196
TCL1B	14	95686426	95692628	95686426
TCN1	11	59852800	59866489	59866489
TCN2	22	30607003	30627271	30607083
TCOF1	5	150357629	150400308	150357629
TCP1	6	159778498	159789703	159789703
TCP10L	21	32497967	32587373	32587373
TCP10L2	6	167146414	167196913	167146414
TCP11	6	35118071	35148610	35148610
TCP11L1	11	33039417	33105943	33039417
TCP11L2	12	106301929	106347003	106301929
TCP11X1	X	102215301	102229532	102215301
TCP11X2	X	102456862	102471842	102471842
TCTA	3	49412206	49416475	49412206
TCTE1	6	44278734	44297698	44297698
TCTE3	6	169740109	169751587	169751587
TCTEX1D1	1	66752459	66779047	66752459
TCTEX1D2	3	196291219	196318299	196318299
TCTEX1D4	1	44805893	44807351	44807351
TCTN1	12	110614027	110649430	110614027
TCTN2	12	123671113	123708399	123671113
TCTN3	10	95663396	95694143	95694143
TDG	12	103965822	103988874	103965822
TDGF1	3	46574534	46582457	46574534
TDO2	4	155854738	155920406	155854738
TDP1	14	89954939	90044764	89954939
TDP2	6	24649979	24666930	24666930
TDRD1	10	114179270	114232304	114179270
TDRD10	1	154502219	154548147	154502219
TDRD12	19	32719753	32829580	32719753
TDRD15	2	21123968	21144368	21123968
TDRD3	13	60396457	60573878	60396457
TDRD5	1	179591613	179691272	179591613
TDRD6	6	46687875	46704319	46687875
TDRD7	9	97412096	97496125	97412096
TDRD9	14	103928456	104052667	103928456
TDRKH	1	151770107	151791416	151791416
TDRP	8	489792	545781	545781
TEAD1	11	12674421	12944737	12674421
TEAD2	19	49340595	49362457	49362457
TEAD3	6	35473597	35497079	35497079
TEAD4	12	2959330	3040676	2959330
TEC	4	48135783	48269838	48269838
TECPR1	7	98214624	98252232	98252232
TECPR2	14	102362941	102502477	102362941
TECR	19	14517085	14565980	14529579
TECRL	4	64275257	64409468	64409468
TECTA	11	121101173	121191493	121101173
TECTB	10	112283400	112305038	112283400
TEDC1	14	105489855	105499575	105489855
TEDC2	16	2460086	2464963	2460086
TEDDM1	1	182398117	182400667	182400667
TEF	22	41367333	41399326	41367333
TEFM	17	30897336	30906238	30906238
TEK	9	27109141	27230174	27109141
TEKT1	17	6789133	6831761	6831761
TEKT2	1	36084094	36088275	36084094
TEKT3	17	15303811	15341632	15341632
TEKT4	2	94871430	94876823	94871430
TEKT5	16	10627501	10694930	10694930
TELO2	16	1493344	1510457	1493344
TEN1	17	75979240	76000586	75979240
TEN1-CDK3	17	75979231	76005999	75979252
TENM1	X	124375903	124963817	124963817
TENM2	5	167284799	168264157	167284799
TENM3	4	182143987	182803024	182143987
TENM4	11	78652829	79441030	79441030
TENT2	5	79612120	79686648	79612420
TENT4A	5	6713432	6757044	6713432
TENT4B	16	50152911	50235310	50152911
TENT5A	6	81491439	81752774	81752774
TENT5B	1	27005020	27012850	27012850
TENT5C	1	117606048	117628389	117606048
TENT5D	X	80335504	80445311	80335504
TEP1	14	20365667	20413501	20413501
TEPP	16	57976435	57988116	57976435
TEPSIN	17	81228277	81239091	81239091
TERB1	16	66754640	66801620	66801620
TERB2	15	44956687	44979229	44956687
TERF1	8	73008864	73048123	73008864
TERF2	16	69355567	69408571	69408571
TERF2IP	16	75647773	75761872	75647773
TERT	5	1253147	1295068	1295068
TES	7	116210506	116258783	116210539
TESC	12	117038923	117099479	117099479
TESK1	9	35605262	35610041	35605262
TESK2	1	45343883	45491163	45491163
TESMIN	11	68707440	68751520	68751520
TESPA1	12	54948015	54984762	54984762
TET1	10	68560337	68694487	68560337
TET2	4	105145875	105279816	105145875
TET3	2	73986404	74108176	73986404
TEX10	9	100302077	100352942	100352942
TEX101	19	43401496	43418597	43401496
TEX11	X	70528940	70908731	70908731
TEX12	11	112167372	112172556	112167372
TEX13A	X	105218929	105220694	105220694
TEX13B	X	107980864	107982370	107982370
TEX13C	X	125320120	125325214	125320120
TEX13D	X	124246249	124336863	124246249
TEX14	17	58556678	58692055	58692055
TEX15	8	30831544	30913008	30913008
TEX19	17	82359247	82363775	82359247
TEX2	17	64147227	64263260	64263260
TEX22	14	105398538	105450106	105398538
TEX26	13	30932656	30975500	30932656
TEX261	2	70985942	70994873	70994873
TEX264	3	51662693	51704323	51662693
TEX28	X	154271265	154295853	154295853
TEX29	13	111316184	111344249	111316184
TEX30	13	102765888	102773811	102773811
TEX33	22	36991120	37007851	37007851
TEX35	1	178513109	178548602	178513109
TEX36	10	125576522	125683163	125683163
TEX37	2	88524649	88529585	88524649
TEX38	1	46668855	46673594	46668855
TEX43	5	126631705	126636284	126631705
TEX44	2	231592864	231594276	231592864
TEX45	19	7492976	7508450	7492976
TEX46	1	23010834	23015852	23015852
TEX47	7	88794106	88795737	88795737
TEX48	9	114666434	114682192	114682192
TEX49	12	48727435	48765790	48727435
TEX50	1	173635338	173637130	173635338
TEX51	2	126898864	126902097	126898864
TEX52	12	2849046	2857039	2857039
TEX53	9	114656304	114662374	114662374
TEX54	11	62832319	62832803	62832803
TEX55	3	119146151	119160042	119146151
TEX9	15	56244009	56445997	56244009
TF	3	133746040	133796641	133746040
TFAM	10	58385345	58399220	58385345
TFAP2A	6	10393186	10419659	10419659
TFAP2B	6	50818723	50847619	50818723
TFAP2C	20	56629306	56639283	56629306
TFAP2D	6	50713526	50773033	50713526
TFAP2E	1	35573314	35595328	35573314
TFAP4	16	4257186	4273075	4273023
TFB1M	6	155256134	155314493	155314493
TFB2M	1	246540561	246566261	246566261
TFCP2	12	51093656	51173135	51173135
TFCP2L1	2	121216587	121285202	121285202
TFDP1	13	113584721	113641473	113584721
TFDP2	3	141944428	142149544	142149544
TFDP3	X	133216662	133218354	133218354
TFE3	X	49028726	49043410	49043410
TFEB	6	41683978	41736259	41736259
TFEC	7	115935148	116159896	116159896
TFF1	21	42362282	42366535	42366535
TFF2	21	42346357	42350997	42350997
TFF3	21	42311667	42315651	42315651
TFG	3	100709295	100748964	100709295
TFIP11	22	26491225	26512505	26512499
TFPI	2	187464230	187565760	187565760
TFPI2	7	93885396	93890753	93890753
TFPT	19	54107013	54115675	54115675
TFR2	7	100620416	100642779	100642721
TFRC	3	196027183	196082096	196082096
TG	8	132866958	133134903	132866958
TGDS	13	94574054	94596242	94596242
TGFA	2	70447284	70554193	70554193
TGFB1	19	41301587	41353922	41353922
TGFB1I1	16	31471585	31477960	31471585
TGFB2	1	218345336	218444619	218345336
TGFB3	14	75958097	75983011	75983011
TGFBI	5	136028988	136063818	136028988
TGFBR1	9	99104038	99154192	99104038
TGFBR2	3	30606601	30694142	30606601
TGFBR3	1	91680343	91906335	91906335
TGFBR3L	19	7916145	7919097	7916145
TGFBRAP1	2	105264391	105329735	105329735
TGIF1	18	3411608	3459978	3411608
TGIF2	20	36573488	36593950	36573488
TGIF2-RAB5IF	20	36574553	36612384	36574553
TGIF2LX	X	89921908	89922883	89921908
TGIF2LY	Y	3579067	3580041	3579067
TGM1	14	24249114	24264432	24264432
TGM2	20	38127385	38166578	38166578
TGM3	20	2296001	2341079	2296001
TGM4	3	44874608	44914990	44874608
TGM5	15	43232590	43266928	43266928
TGM6	20	2380901	2432753	2380901
TGM7	15	43276271	43302255	43302255
TGOLN2	2	85318020	85328296	85328296
TGS1	8	55773446	55826445	55773446
TH	11	2163929	2171815	2171815
THADA	2	43230836	43596046	43596046
THAP1	8	42836674	42843325	42843325
THAP10	15	70881342	70892433	70892433
THAP11	16	67842320	67844195	67842320
THAP12	11	76349956	76381132	76381132
THAP2	12	71664301	71680644	71664301
THAP3	1	6624866	6635586	6624866
THAP4	2	241584405	241637158	241637158
THAP5	7	108554543	108569750	108569750
THAP6	4	75513946	75550473	75513946
THAP7	22	20999104	21002196	21002196
THAP8	19	36034984	36054739	36054739
THAP9	4	82900684	82919969	82900684
THBD	20	23045633	23049672	23049672
THBS1	15	39581079	39599466	39581079
THBS2	6	169215780	169254044	169254044
THBS3	1	155195588	155209051	155209051
THBS4	5	79991311	80083287	79991311
THEG	19	361747	376026	376026
THEGL	4	56530606	56603507	56530606
THEM4	1	151870866	151909637	151909637
THEM5	1	151847101	151853712	151853712
THEM6	8	142727223	142736927	142727223
THEMIS	6	127708072	127918631	127918631
THEMIS2	1	27872543	27886685	27872543
THG1L	5	157731420	157741449	157731420
THNSL1	10	25016612	25026664	25016612
THNSL2	2	88170274	88186636	88170274
THOC1	18	214520	268050	268050
THOC2	X	123600561	123733056	123733056
THOC3	5	175917873	176034680	176034680
THOC5	22	29505879	29555216	29555216
THOC6	16	3024027	3027755	3024035
THOC7	3	63833870	63863868	63863868
THOP1	19	2785503	2815807	2785503
THPO	3	184371935	184381968	184381968
THRA	17	40058290	40093867	40058290
THRAP3	1	36224432	36305357	36224432
THRB	3	24117153	24495756	24495756
THRSP	11	78063861	78068351	78063861
THSD1	13	52377167	52416373	52416373
THSD4	15	71096952	71783383	71096952
THSD7A	7	11370365	11832198	11832198
THSD7B	2	136765545	137677718	136765545
THSD8	19	12802031	12813581	12802031
THTPA	14	23555988	23560271	23555988
THUMPD1	16	20702816	20742084	20742084
THUMPD2	2	39736060	39779267	39779267
THUMPD3	3	9362971	9386791	9362971
THY1	11	119415476	119424985	119424985
THYN1	11	134248279	134253370	134253370
TIA1	2	70209444	70248660	70248660
TIAF1	17	29073521	29078857	29078857
TIAL1	10	119571802	119597029	119597029
TIAM1	21	31118416	31559977	31559977
TIAM2	6	154832697	155257723	154832697
TICAM1	19	4815932	4831712	4831712
TICAM2	5	115578496	115602479	115602479
TICRR	15	89575469	89631056	89575469
TIE1	1	43300982	43323108	43300982
TIFA	4	112274537	112285904	112285904
TIFAB	5	135444226	135452351	135452351
TIGAR	12	4307763	4360028	4307763
TIGD1	2	232543883	232550557	232550557
TIGD2	4	89111500	89114899	89111500
TIGD3	11	65354751	65357613	65354751
TIGD4	4	152769354	152779730	152779730
TIGD5	8	143597831	143603224	143597831
TIGD6	5	149993118	150000654	150000654
TIGD7	16	3298808	3305729	3305729
TIGIT	3	114276913	114310288	114276913
TIMD4	5	156919292	156963226	156963226
TIMELESS	12	56416363	56449426	56449426
TIMM10	11	57528464	57530803	57530803
TIMM10B	11	6481501	6484681	6481501
TIMM13	19	2425625	2427586	2427586
TIMM17A	1	201955503	201970664	201955503
TIMM17B	X	48893447	48898143	48898143
TIMM21	18	74148523	74160531	74148523
TIMM22	17	997129	1003671	997129
TIMM23	10	45972489	46003742	45972489
TIMM23B	10	49942049	49974850	49942049
TIMM23B-AGAP6	10	49942056	50011654	49942056
TIMM29	19	10928811	10933535	10928811
TIMM44	19	7926718	7943667	7943667
TIMM50	19	39480412	39493785	39480412
TIMM8A	X	101345661	101348742	101348742
TIMM8B	11	112084800	112086798	112086798
TIMM9	14	58408495	58427531	58427531
TIMMDC1	3	119498547	119525090	119498547
TIMP1	X	47582408	47586789	47582408
TIMP2	17	78852977	78925387	78925387
TIMP3	22	32801705	32863041	32801705
TIMP4	3	12153068	12158912	12158912
TINAG	6	54307859	54390142	54307859
TINAGL1	1	31576485	31587686	31576485
TINCR	19	5558167	5578349	5578349
TINF2	14	24239643	24242674	24242674
TIPARP	3	156673235	156706770	156673235
TIPIN	15	66336191	66386746	66386746
TIPRL	1	168178962	168202109	168178962
TIRAP	11	126283065	126298845	126283065
TJAP1	6	43477523	43506556	43477523
TJP1	15	29699367	29968865	29968865
TJP2	9	69121264	69274615	69121264
TJP3	19	3708362	3750813	3708362
TK1	17	78174091	78187233	78187233
TK2	16	66508003	66552544	66552544
TKFC	11	61333210	61353295	61333210
TKT	3	53224712	53256052	53256022
TKTL1	X	154295795	154330350	154295795
TKTL2	4	163471095	163473754	163473754
TLCD1	17	28724348	28727935	28727935
TLCD2	17	1702816	1710377	1710377
TLCD3A	17	732412	742968	732412
TLCD3B	16	30024427	30052978	30052978
TLCD4	1	95117355	95197607	95117355
TLCD4-RWDD3	1	95117923	95247225	95117923
TLCD5	11	120325296	120333686	120325296
TLDC2	20	36876121	36894235	36876121
TLE1	9	81583683	81689547	81689547
TLE2	19	2997639	3047635	3047635
TLE3	15	70047790	70098176	70098176
TLE4	9	79571773	79726882	79571773
TLE5	19	3052910	3063107	3063107
TLE6	19	2977538	2995179	2977538
TLE7	16	71429980	71442054	71442054
TLK1	2	170990823	171231314	171231314
TLK2	17	62458658	62615481	62458658
TLL1	4	165873237	166104457	165873237
TLL2	10	96364608	96513926	96513926
TLN1	9	35696948	35732195	35732195
TLN2	15	62390526	62844631	62390526
TLNRD1	15	81000923	81005788	81000923
TLR1	4	38790677	38856817	38856817
TLR10	4	38772238	38782990	38782990
TLR2	4	153684070	153706260	153684070
TLR3	4	186069155	186088073	186069155
TLR4	9	117704175	117724735	117704175
TLR5	1	223109404	223143248	223143248
TLR6	4	38823715	38856817	38856817
TLR7	X	12867072	12890361	12867072
TLR8	X	12906620	12923169	12906620
TLR9	3	52221080	52226163	52226163
TLX1	10	101131300	101137789	101131300
TLX2	2	74513463	74517148	74513463
TLX3	5	171309248	171312139	171309248
TM2D1	1	61681046	61725423	61725423
TM2D2	8	38988808	38996824	38996824
TM2D3	15	101621444	101652391	101652391
TM4SF1	3	149369022	149377692	149377692
TM4SF18	3	149318498	149334414	149334414
TM4SF19	3	196319342	196338503	196338503
TM4SF19-TCTEX1D2	3	196316082	196338373	196338373
TM4SF20	2	227362038	227381995	227381995
TM4SF4	3	149474697	149503394	149474697
TM4SF5	17	4771884	4783213	4771886
TM6SF1	15	83107572	83144854	83107572
TM6SF2	19	19264364	19273391	19273391
TM7SF2	11	65111845	65116408	65111845
TM7SF3	12	26971579	27014434	27014434
TM9SF1	14	24189149	24195687	24195687
TM9SF2	13	99446311	99564048	99446311
TM9SF3	10	96518110	96587452	96587452
TM9SF4	20	32109714	32167258	32109714
TMA16	4	163494442	163520539	163494442
TMA7	3	48440257	48444208	48440257
TMBIM1	2	218274197	218292586	218292586
TMBIM4	12	66135846	66170072	66170072
TMBIM6	12	49707725	49764934	49707725
TMC1	9	72521608	72838297	72521608
TMC2	20	2536607	2641784	2536607
TMC3	15	81331088	81374213	81374213
TMC4	19	54160108	54173250	54173250
TMC5	16	19410496	19499113	19410496
TMC6	17	78107397	78132407	78132407
TMC7	16	18983934	19063942	18983934
TMC8	17	78130770	78142968	78130770
TMCC1	3	129647792	129893606	129893606
TMCC2	1	205227946	205285632	205227946
TMCC3	12	94567122	94650557	94650557
TMCO1	1	165724293	165827755	165827755
TMCO2	1	40245947	40251684	40245947
TMCO3	13	113491021	113554590	113491021
TMCO4	1	19682213	19799945	19799945
TMCO5A	15	37921939	37967724	37921939
TMCO6	5	140639435	140645408	140639435
TMDD1	12	51813940	51814926	51814926
TMED1	19	10832067	10836318	10836318
TMED10	14	75131469	75176612	75176612
TMED2	12	123584533	123598582	123584533
TMED3	15	79311112	79427432	79311112
TMED4	7	44577894	44582287	44582287
TMED5	1	93149742	93180516	93180516
TMED6	16	69343250	69351786	69351786
TMED7	5	115613210	115632992	115632992
TMED7-TICAM2	5	115578642	115626161	115626161
TMED8	14	77335029	77377094	77377094
TMED9	5	177592203	177597242	177592203
TMEFF1	9	100473149	100577636	100473149
TMEFF2	2	191949043	192194933	192194933
TMEM100	17	55719627	55732121	55732121
TMEM101	17	44011188	44023946	44023946
TMEM102	17	7435435	7437679	7435435
TMEM104	17	74776499	74839753	74776499
TMEM106A	17	43211835	43220041	43211835
TMEM106B	7	12211270	12243367	12211270
TMEM106C	12	47963569	47968878	47963569
TMEM107	17	8172457	8176399	8176399
TMEM108	3	133038391	133397792	133038391
TMEM109	11	60914158	60923443	60914158
TMEM11	17	21197954	21214176	21214176
TMEM114	16	8537605	8590193	8590193
TMEM115	3	50354750	50359521	50359521
TMEM116	12	111931282	112013185	112013185
TMEM117	12	43835967	44389762	43836081
TMEM119	12	108589851	108598320	108598320
TMEM120A	7	75986831	75994656	75994656
TMEM120B	12	121712752	121783001	121712752
TMEM121	14	105526583	105530202	105526583
TMEM121B	22	17116297	17121367	17121367
TMEM123	11	102396332	102470384	102470384
TMEM125	1	43269983	43274002	43269983
TMEM126A	11	85647967	85656547	85647967
TMEM126B	11	85628573	85636539	85628573
TMEM127	2	96248514	96265997	96265997
TMEM128	4	4235542	4248223	4248223
TMEM129	4	1715952	1721358	1721358
TMEM130	7	98846488	98870771	98870771
TMEM131	2	97756333	97995948	97995948
TMEM131L	4	153466346	153636711	153466346
TMEM132A	11	60924460	60937159	60924460
TMEM132B	12	125186836	125662377	125186836
TMEM132C	12	128267403	128707915	128267403
TMEM132D	12	129071725	129904025	129904025
TMEM132E	17	34579487	34639318	34579487
TMEM134	11	67461710	67469272	67469268
TMEM135	11	87037844	87328824	87037844
TMEM138	11	61362344	61369509	61362361
TMEM139	7	143279957	143288048	143279957
TMEM140	7	135148072	135166215	135148072
TMEM141	9	136791344	136793317	136791344
TMEM143	19	48332356	48364059	48364059
TMEM144	4	158201604	158255416	158201604
TMEM145	19	42313309	42325064	42313309
TMEM147	19	35545600	35547526	35545600
TMEM14A	6	52671113	52686588	52671113
TMEM14B	6	10747759	10852753	10747759
TMEM14C	6	10722915	10731129	10722915
TMEM150A	2	85598547	85603196	85602698
TMEM150B	19	55312801	55334048	55325341
TMEM150C	4	82483170	82562357	82562357
TMEM151A	11	66291894	66296664	66291894
TMEM151B	6	44270450	44307506	44270450
TMEM154	4	152618628	152680012	152680012
TMEM155	4	121758930	121765427	121765427
TMEM156	4	38966744	39032922	39032922
TMEM158	3	45224466	45226287	45226287
TMEM159	16	21158377	21180616	21158377
TMEM160	19	47045909	47048624	47048624
TMEM161A	19	19119169	19138513	19138513
TMEM161B	5	88189633	88269476	88269476
TMEM163	2	134455759	134719000	134719000
TMEM164	X	110002631	110182734	110002631
TMEM165	4	55395957	55453397	55395957
TMEM167A	5	83052846	83077863	83077863
TMEM167B	1	109090764	109096934	109090764
TMEM168	7	112762377	112790423	112790423
TMEM169	2	216081866	216102783	216081866
TMEM17	2	62500218	62511894	62506195
TMEM170A	16	75443054	75465497	75465497
TMEM170B	6	11537749	11583524	11537749
TMEM171	5	73120569	73131809	73120569
TMEM174	5	73173193	73175143	73173193
TMEM175	4	932387	958656	932387
TMEM176A	7	150800403	150805118	150800403
TMEM176B	7	150791285	150801360	150801360
TMEM177	2	119679167	119686507	119679167
TMEM178A	2	39664982	39717963	39664982
TMEM178B	7	141074064	141480380	141074064
TMEM179	14	104474678	104605647	104605647
TMEM179B	11	62787402	62790400	62787402
TMEM18	2	663877	677406	677406
TMEM181	6	158536436	158635428	158536436
TMEM182	2	102736905	103019900	102736905
TMEM183A	1	203007374	203024848	203007374
TMEM184A	7	1542235	1560821	1560821
TMEM184B	22	38219291	38273010	38273010
TMEM184C	4	147617386	147672044	147617386
TMEM185A	X	149596556	149631912	149631912
TMEM185B	2	120217479	120223400	120223400
TMEM186	16	8780384	8797642	8797642
TMEM187	X	153972754	153983194	153972754
TMEM189	20	50118254	50153734	50153734
TMEM189-UBE2V1	20	50081124	50153637	50153637
TMEM19	12	71686082	71705047	71686082
TMEM190	19	55376826	55378246	55376826
TMEM191B	22	18527802	18530573	18527802
TMEM191C	22	21466423	21471269	21466423
TMEM192	4	165070608	165208549	165208549
TMEM196	7	19719315	19773617	19773617
TMEM198	2	219543663	219550595	219543663
TMEM199	17	28357642	28363683	28357642
TMEM200A	6	130366017	130443067	130366017
TMEM200B	1	29119429	29123903	29123903
TMEM200C	18	5882072	5895955	5895955
TMEM201	1	9588911	9614877	9588911
TMEM202	15	72398302	72408367	72398302
TMEM203	9	137204082	137205648	137205648
TMEM204	16	1528688	1555580	1528688
TMEM205	19	11342776	11346518	11346518
TMEM207	3	190428655	190449876	190449876
TMEM208	16	67227103	67229278	67227120
TMEM209	7	130164713	130207770	130207770
TMEM210	9	137170858	137172056	137172056
TMEM211	22	24934954	24946695	24946695
TMEM212	3	171843349	171938715	171843349
TMEM213	7	138797952	138838101	138797952
TMEM214	2	27032910	27041694	27032954
TMEM215	9	32783540	32789201	32783540
TMEM216	11	61392360	61398863	61392360
TMEM217	6	37212178	37258155	37258155
TMEM218	11	125096545	125111763	125111763
TMEM219	16	29940885	29973050	29940885
TMEM220	17	10699015	10730023	10730023
TMEM221	19	17435509	17448668	17448668
TMEM222	1	27322145	27336400	27322145
TMEM223	11	62771629	62792006	62792006
TMEM225	11	123882920	123885670	123885670
TMEM225B	7	99598267	99611045	99598267
TMEM229A	7	124030921	124033067	124033067
TMEM229B	14	67447084	67533739	67533739
TMEM230	20	5068232	5113103	5113103
TMEM231	16	75536741	75556268	75556268
TMEM232	5	110289233	110738956	110738956
TMEM233	12	119593774	119643075	119593774
TMEM234	1	32214472	32222359	32222359
TMEM235	17	78231310	78240987	78231310
TMEM236	10	17752201	17800868	17752201
TMEM237	2	201620184	201643570	201643570
TMEM238	19	55379244	55384292	55384292
TMEM238L	17	10794913	10804099	10804099
TMEM239	20	2816302	2820284	2816302
TMEM240	1	1534778	1540624	1540624
TMEM241	18	23197144	23437961	23437961
TMEM242	6	157289025	157323601	157323601
TMEM243	7	87196160	87220587	87220587
TMEM244	6	129831244	129861547	129861547
TMEM245	9	109015135	109119947	109119947
TMEM247	2	46479565	46484425	46479565
TMEM248	7	66921225	66958551	66921225
TMEM249	8	144352219	144354914	144354914
TMEM25	11	118531041	118547280	118531041
TMEM250	9	136114581	136118875	136118875
TMEM251	14	93184951	93188463	93184951
TMEM252	9	68536580	68540883	68540883
TMEM253	14	21098811	21103724	21098811
TMEM254	10	80078646	80092557	80078646
TMEM255A	X	120258650	120311556	120311556
TMEM255B	13	113759226	113816995	113759226
TMEM256	17	7402975	7404097	7404097
TMEM256-PLSCR3	17	7389734	7404097	7404097
TMEM258	11	61768501	61792802	61792802
TMEM259	19	1009648	1021179	1021179
TMEM26	10	61406642	61453381	61453381
TMEM260	14	56488354	56650606	56488354
TMEM262	11	65084979	65089375	65089375
TMEM263	12	106955719	106978778	106955719
TMEM265	16	30740642	30745196	30740642
TMEM266	15	76059958	76229121	76059958
TMEM267	5	43444252	43483893	43483893
TMEM268	9	114611206	114646422	114611206
TMEM269	1	42785007	42816619	42785007
TMEM270	7	73861159	73865890	73861159
TMEM271	4	573880	576295	576295
TMEM272	13	51813347	51845177	51845177
TMEM273	10	49154725	49188585	49188585
TMEM275	1	46532166	46543969	46543969
TMEM30A	6	75252924	75284948	75284948
TMEM30B	14	61277370	61281761	61281761
TMEM31	X	103710909	103714032	103710909
TMEM33	4	41935129	41960803	41935129
TMEM35A	X	101078879	101096367	101078879
TMEM35B	1	34981535	34985353	34985353
TMEM37	2	119429901	119438504	119429901
TMEM38A	19	16661139	16690023	16661139
TMEM38B	9	105694541	105776629	105694541
TMEM39A	3	119428949	119468830	119468830
TMEM39B	1	32072031	32102866	32072031
TMEM40	3	12733528	12769457	12769457
TMEM41A	3	185476496	185499057	185499035
